"","score","text"
"1460",0,"Let your constituents know! https://t.co/UsaVIKFFEX #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/mJmKtLEjnE"
"1461",1,"Welcome 2 New York @giancarlo818 #Yankees #Marlins #Baseball #beisbol #NewYork #nyc @yankees https://t.co/0tWdhXWuQt"
"1462",0,"We're #hiring! Read about our latest #job opening here: Japanese Logistic company seeks a General Business Assistan https://t.co/NKoso6BDwR"
"1463",2,"Tears from heaven bless the fallen

#worldtradecenter #newyork #newyorkcity #unitedstates #wtc https://t.co/025NqYFKVh"
"1464",0,"Got out of #newyork just in time. #stlouis here I come. #traveling #magician #lasvegas https://t.co/4oq6npZoc2"
"1465",2,"From private school tax breaks to bigger inheritances, 7 ways rich people win big if tax reform passes https://t.co/hWjRVc8Aws"
"1466",0,"Let your constituents know! https://t.co/ZsvfyX46Ck
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/kHFlQokXjM"
"1467",0,"Let your constituents know! https://t.co/UTMqQeurVY
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/5XaVn1FsQA"
"1468",0,"Let your constituents know! https://t.co/WxMTDAtkVd
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/F0sAIH17PQ"
"1469",0,"Let your constituents know! https://t.co/wlKsB2XWfT
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/unjAxwfphk"
"1470",0,"Let your constituents know! https://t.co/MS61L3jS9q
#wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/hYyqhIVF1G"
"1471",1,"The first snow of the season doesn't stop us from learning how 3D printers work! Did you know our printers heat up https://t.co/VMhLKq7xKp"
"1472",-1,"Don't wait for opportunity. Create it. // @LaurenBagliore A/W Collection #Ispirazione @LaurenBagliore Collection // https://t.co/JUsAbYpbl5"
"1473",0,"TONIGHT @CieloClub in New York City, DM names to be placed on my personal guest list!!! #tonight #cieloclub https://t.co/vtkZoA9ZL9"
"1474",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/EpEpgWNVOl #Marketing #Hiring #CareerArc"
"1475",2,"Can you recommend anyone for this #job? Information Assurance Analyst - https://t.co/JKHF11Q0Kk #Finance #NewYork, NY #Hiring #CareerArc"
"1476",0,"Ladies strolling in NYC!! #SecondAct #vanessahudgens #jenniferlopez #jlo #newyork #nyc https://t.co/1o8CWRhrDu"
"1477",-1,"Im stuck in the Upside Down! 

WILL!!!! #StrangerThings #NewYork https://t.co/umtkSN63fJ"
"1478",0,"Submit music to: info@myblockmusic.net #music #hiphop #Gospel #newyork #toronto #houston #dallas #neworleans https://t.co/5DWc5KC51m"
"1479",1,"Have you heard? We have a brand new contest w/ @frederickhotel where you get to write a bedtime story! The 3 lucky https://t.co/uTMHADkrc1"
"1480",0,"Cant wait to move to #texas but this #littleboy makes every moment in #newyork memorable https://t.co/Hh1CJq5lyf"
"1481",0,"Photographed on small-format, 135 film.
#NewYork #film #CaptainAmerica #OldNavy #colors #filmphotography https://t.co/GsOI1WDFbo"
"1482",1,"We've just launched some of our most beautiful collections just in time for the Holidays! Shop our New Arrivals https://t.co/CO53xveNlY"
"1483",3," https://t.co/NSgC9v3yiA
Made in America
Worlds Best Surface Coating
 #usa  #freedom  #love #american https://t.co/0vLwXhWs0x"
"1484",0,"Snow   in my city #NewYork #Weather"
"1485",1,"Holy Toledo, 99!  #AaronJudge #GiancarloStanton #trade #Yankees #NewYork #Oakland #California #mlb #baseball https://t.co/UBdk0j8NjZ"
"1486",-1,"Watch Cardi B, G-Eazy &amp; Diplo Burn Up TIDAL X: Moschino At Art Basel 2017 https://t.co/h6NfJMUCmJ #hiphop #jayz https://t.co/YPS1gWZvLZ"
"1487",1,"It's the most wonderful time of the year! #NewYork #NYC @ Bryant Park https://t.co/YN6UXysrWt"
"1488",0,"https://t.co/zL4TRvEBzc #gigs4u #gigs Physician: Hospital in New York is Looking for a  Temporary  Anesthesiologist https://t.co/RaXL5qi6jF"
"1489",0,"New York City  #nyc #brooklyn #newyork #snow @ PLG Coffee House and Tavern https://t.co/6gxHkqE01h"
"1490",0," The @Yankees Just Got @Giancarlo818 I Need To Move To #NewYork So I Can Get Season Tickets! "
"1491",-1,"NFL determined to exploit suckers as long as they can - #NewYork Post https://t.co/rCCIT5dkpA https://t.co/lN1pq0otxz"
"1492",0,"Snow  you jerks from San Antonio sent it up this way! Lol#snowshower #snow #newyork https://t.co/0ZlvxrnxhA"
"1493",0,"Reposting @dhdezvalle: - via @Crowdfire 
#nyc #newyork #newyorkcity #usa #newyorknewyork #newyorker #nyclife https://t.co/MpWmchk4Nw"
"1494",1,"Get your firm a #Dedicated #server  https://t.co/oJGY4EUxWJ #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/nKvg09KAcK"
"1495",1,"Get your firm a #Dedicated #server  https://t.co/dT83Q3eEYM #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/LCMWh0DRVz"
"1496",1,"Get your firm a #Dedicated #server  https://t.co/O3VXyd9Df1 #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/pu9w3ZK3cS"
"1497",1,"Get your firm a #Dedicated #server  https://t.co/mMTXM5y8zF #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/My9ofjtAjc"
"1498",1,"Get your firm a #Dedicated #server  https://t.co/83OxwGJXdR #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/EKQoYpG8hV"
"1499",1,"Get your firm a #Dedicated #server  https://t.co/8UtVZyoMrM #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/yy3oRhglAS"
"1500",1,"Get your firm a #Dedicated #server  https://t.co/ZTFyAMbt7b #wsj #nytimes #reuters #bloomberg #thestreet https://t.co/E4qDjSZyhQ"
"1501",-1,"Today first day its snowing and its a snow storm #snow i hate it #newyork"
"1502",0,"We're #hiring! Read about our latest #job opening here: Associate Director, Digital - https://t.co/pZZDRp4frr https://t.co/TAPhU1C93a"
"1503",0,"Arriving at #NewYork on it's first official #snowfall today. Time to do some work!

#HunterJames https://t.co/aqoTvu34xU"
"1504",0,"Video shoot  tomorrow Dec10th ....... #bronx #newyork #visualsoflife 
New music hit link https://t.co/RhPqMFEXG8"
"1505",0,"Its good to see the @Mets are keeping their big brothers the @Yankees, literally my nightmare before Christmas. https://t.co/WltwqCSNV1"
"1506",0,"Half Price Tickets: Schall @ The DiMenna Center #newyork https://t.co/FQEQunJSi0 https://t.co/y9n0uxkXY3"
"1507",1,"The snow is here in NYC!  This fabulous fireplace design from @archdigest is where I need to be! 

#fireplace https://t.co/GgGPlw3tHT"
"1508",0,"Half Price Tickets: ""Counting Sheep"" @ 3LD Art and Technology Center #newyork https://t.co/OZA7X6tx8C https://t.co/cMw7SLTfia"
"1509",-1,"Half Price Tickets: ""The Play That Goes Wrong"" @ Lyceum Theatre #newyork https://t.co/QyxmBFCLAV https://t.co/vpqCklLHwe"
"1510",2,"Free iOS App! - 50% Off New York - Double your fun! #ad  #newyork https://t.co/KA2CtwLyuf https://t.co/LzxPXj2snt"
"1511",0,"Half Price Tickets: ""Winter Rhythms"" @ Urban Stages Theatre #newyork https://t.co/V6sl3tHVVS https://t.co/iUA4tJHreM"
"1512",0,"Half Price: The Music of Ella Fitzgerald, Sarah Vaughan &amp; More w/ Emilie Surtees @ B.B. King Blues Club #newyork https://t.co/3mRnOUoHA5"
"1513",0,"We're #hiring! Click to apply: Senior Solutions Engineer (Messaging, Systems) - https://t.co/0odmsvMhZd #Database https://t.co/0SVx6u4yeC"
"1514",0,"Half Price Tickets: ""Gulliver's Gate"" @ Gulliver's Gate Times Square #newyork https://t.co/ut5EeTYXkb https://t.co/T02KFuzi96"
"1515",0,"Map has clocks with the time in various NY cities (no standard time)!#mapsofantiquity #antiquemaps #maps #map https://t.co/JC40YIDiwM"
"1516",1,"#Poster for #CafMamboIbiza, 2014  #Advertising #Designer, #Freelance. Available from #Oslo to #NewYork. https://t.co/P0ZL2a3qyD"
"1517",-2,"#Greenland &amp; #Antarctica may seem far away, but melting ice sheets in these regions could have damaging implication https://t.co/JNrChmijNY"
"1518",0,"Senior Management Consultant - ITO/BPO and Business Transformation Advisory #NewYork #Jobs https://t.co/ehJTLuCDri"
"1519",0,"Now #Hiring #DataScience @Celonis_US is seeking a Data Scientist to join their team in #NewYork #Job Apply Now! &gt;&gt; https://t.co/XUsxTthrOE"
"1520",-1,"Fake Followers are like Fake News! https://t.co/kEtrDdcss1
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/kvd0VStQgR"
"1521",-1,"Fake Followers are like Fake News! https://t.co/ZfRrMyuTjU
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/Ux4hAKpkos"
"1522",-1,"Fake Followers are like Fake News! https://t.co/BuZGbWj4Qs
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/LKFqbqPzFV"
"1523",-1,"Fake Followers are like Fake News! https://t.co/o47HOkdDwD
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/gPNKXtavKS"
"1524",1,"Enjoy all the comforts of home at SOBA Texas in San Antonio
https://t.co/2CFW9g0TQD #wsj #nytimes #reuters https://t.co/dmXY6Pp5uU"
"1525",-1,"Fake Followers are like Fake News! https://t.co/GM4HoTeCof
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/5sl1CWIfGe"
"1526",-1,"Fake Followers are like Fake News! https://t.co/aGY4csYznT
#wsj #nytimes #reuters #bloomberg #thestreet https://t.co/SEzXqqi4qs"
"1527",0,"First #snow of the year - #deerpark #longisland #newyork 2017 https://t.co/qA7EiFgH20"
"1528",1,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/nUaDO5mqAY #FinTech #Banking #Hiring"
"1529",-3,"It's sadly been a month since we lost @realchuckmosley and it still hurts.  Here's us performing Bella Donna &amp; Deat https://t.co/lCR9i63xhs"
"1530",0,"#Giants supplies gear and news https://t.co/SMXrDQQyjJ #NewYorkGiants #NewYork"
"1531",1,"Congrats to @giancarlo818 #NewYork #Yankees #MLB #wow #giancarlo #818 https://t.co/lgIualy6ZZ"
"1532",0,"In the middle of first snow of season in #NewYork #Christmas comes early https://t.co/3SwakdqxNr"
"1533",3,"Any #NewYork #PR friends looking for someone with incredible talent &amp; passion, esp. in the nonprofit &amp; advocacy wor https://t.co/lwYXd8xmnI"
"1534",2,"Merci, Johnny: Hallyday Honored With Rock-Star Funeral (and Motorbikes) https://t.co/uxgJQqwviW Via @NYTimesCC #NewYork #NYC #Life"
"1535",0,"Compare Flights and Hotels Prices 
Save up to 80% 
https://t.co/uL5GfOLNKD
#hotels #flights #travel #traveltips https://t.co/wrUcSCLapr"
"1536",0,"Home Run King Giancarlo Stanton Joins #NewYork Yankees https://t.co/yUfLWFJ7Na https://t.co/m5y0uNotlm"
"1537",1,"#snow #NewYork  so amazing  https://t.co/EUGZHXO4aF"
"1538",0,"Santas suit up for SantaCon 2017 in #NewYork City - New York Daily News https://t.co/PRgtSuuXl7 https://t.co/maOYBRoY8U"
"1539",1,"#NewYork bound with a bonus #snow &amp; #santacon #iloveny @ New York, New York https://t.co/C6gRj6mw5m"
"1540",1,"Its beginning to look a lot like Christmas! #firstsnow #newyork #uppereastside @ Upper East Side https://t.co/UjB3MevEVc"
"1541",1,"That choker and dress  @laylajstyle from @sty.l.ish - - #newyork https://t.co/imdCkCAZHG"
"1542",0,"@ABC St Patricks day 2017 . Real #snowday #newyork https://t.co/CHgba7mM7R"
"1543",0,"2014-03 Homing pigeons in Brooklyn, from my window.
.
.
.
.
.
.
.
.
.
#toptravelspot #newyork #nyc #usa #brooklyn https://t.co/jGnaJ0KxnT"
"1544",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/TsSr1jcNju"
"1545",0,"When you are the only one that knows how to start a fire at the group campout and your friends begin referring to y https://t.co/bOhLt2eara"
"1546",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/m5IvSeBfL1"
"1547",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/1eqgvDTPu3"
"1548",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/hBrwiFo4eX"
"1549",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/1isCNbPfN1"
"1550",0,"It's Hope That We Need  ""The truth revealed though unkind, can set us free, if we can see, that there's hope down t https://t.co/TmJg6GZHKL"
"1551",1,"Everyones favorite babysitter @joe_keery @milliebbrown #santacon #santaconnyc #strangersantacon #strangerthings https://t.co/jCAti23shW"
"1552",1,"Can you recommend anyone for this #job? Assistant, Out of Home - https://t.co/52btde3OPi #Marketing #NewYork, NY #Hiring #CareerArc"
"1553",-1,"Pricey Penthouse Rentals in #NewYork and Los Angeles https://t.co/x2kwmOeqyL https://t.co/gNXqZNNF7k"
"1554",-2,"Hard to believe Giancarlo Stanton is leaving the #Marlins, always thought he'd be there for a long time. It's scary https://t.co/EE1lit0N0k"
"1555",-1,"#NewYork Giants: McAdoo, Reese QB controversy plagues team https://t.co/GdxepGcevT https://t.co/JwVCviaUi4"
"1556",0,"#wtc from my front window. #nyc #newyork #building #skyscraper #jersey #views #potrait #skyline https://t.co/7XhoM2jRgK"
"1557",0,"It Cold Outchea! Stay Warm #NewYork. https://t.co/jIhtfF6Oad"
"1558",1,"#Iraq Prime Minister Declares Victory Over ISIS https://t.co/7QD9CcR9hQ Via @NYTimesCC #NewYork #NYC #Life"
"1559",1,"I absolute love our reunions  #travel #vacation #iloveny #nyc #newyork #friends https://t.co/5PxUGB9yFQ"
"1560",1,"Do you provide creative marketing services? Leads.
https://t.co/CRT71IgaPt #wsj #nytimes #reuters #bloomberg https://t.co/zR5wCzvX9c"
"1561",1,"Do you provide creative marketing services? Leads.
https://t.co/V8xsTh49rN #wsj #nytimes #reuters #bloomberg https://t.co/Hb7sPEDkl9"
"1562",1,"Do you provide creative marketing services? Leads.
https://t.co/2sXUIaUhqp #wsj #nytimes #reuters #bloomberg https://t.co/LksIXOiFX3"
"1563",1,"Do you provide creative marketing services? Leads.
https://t.co/cIbw3wn4Ct #wsj #nytimes #reuters #bloomberg https://t.co/Qip8x5af3D"
"1564",1,"Do you provide creative marketing services? Leads.
https://t.co/G1INludH6b #wsj #nytimes #reuters #bloomberg https://t.co/5Y3ECludgw"
"1565",1,"Do you provide creative marketing services? Leads.
https://t.co/c10OWdzabO #wsj #nytimes #reuters #bloomberg https://t.co/ytWyJXbPA0"
"1566",1,"Do you provide creative marketing services? Leads.
https://t.co/yBX4YJaI8V #wsj #nytimes #reuters #bloomberg https://t.co/cscWIJEG0Z"
"1567",1,"Do you provide creative marketing services? Leads.
https://t.co/wswDEvLoyZ #wsj #nytimes #reuters #bloomberg https://t.co/1QoV1PF12G"
"1568",1,"Do you provide creative marketing services? Leads.
https://t.co/40fJrzN0nc #wsj #nytimes #reuters #bloomberg https://t.co/DdyxqcAoy6"
"1569",1,"Do you provide creative marketing services? Leads.
https://t.co/A4tlezRR6u #wsj #nytimes #reuters #bloomberg https://t.co/SzqnDVyFpY"
"1570",0,"Dean, School of Arts and Humanities #NewYork #jobs Apply Now at https://t.co/5NhblXC7cL #NYC #LA #CA #TX #USA"
"1571",0,"See our latest #NewYork, NY #job and click to apply: Project Manager - https://t.co/W4UCjr3A8u #ProjectManager #Veterans #Hiring #CareerArc"
"1572",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/zyYwelysUt"
"1573",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/jv28zwQvtq"
"1574",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/0J5aBVPvfS"
"1575",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/hhuEKKFTbT"
"1576",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/MBgTm6jFZo"
"1577",1,"Think About this Life "" Remember how to love one another, forgive ourselves, sisters and brothers, &amp; our world will https://t.co/IHtqk5y04V"
"1578",0,"Film ""Retrospective 2002-2009 
https://t.co/ObYFdpoywV

 #francistucker #popart #keithharing #germany #artoftheday https://t.co/g9GKD7142C"
"1579",2,"Hey, #NewYorkhappy first snowfall! Here's a little something to keep you warm while you enjoy the winter wonderlan https://t.co/TjIzxjqIDY"
"1580",0,"Here's who could take Al Franken's Senate seat - #NewYork Post https://t.co/t0VZFbzZ64 https://t.co/xYl5INakPf"
"1581",0,"Brooklyn Bridge - New York - USA #brooklynbridgepark #newyork #usa https://t.co/rJu0mvvzSR"
"1582",-1,"Ex-DMV worker: #NewYork Gov. #Cuomo ignored sex assault claims for a year. Lawsuit filed. #pjnet https://t.co/fPlCtt8RRO"
"1583",1,"Tax Plans May Give Your Co-Worker a Better Deal Than You https://t.co/4oSP2IpL4V Via @NYTimesCC #NewYork #NYC #Life"
"1584",0,"We tell everybody. https://t.co/aGY4csYznT #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/CaJ6ROnFBM"
"1585",0,"We tell everybody. https://t.co/BuZGbWj4Qs #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/plh4zI15Lm"
"1586",0,"We tell everybody. https://t.co/0LDEmBD67m #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/a5mvCcvO16"
"1587",0,"We tell everybody. https://t.co/WxMTDAtkVd #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/czQlW4t6RE"
"1588",0,"We tell everybody. https://t.co/GsTB6mfRU9 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/po076CQkUY"
"1589",0,"Watch The Met's A Year of Architecture in a Day symposium live from #NewYork https://t.co/gRQvccev0v https://t.co/5fWa0whFVH"
"1590",2,"We talked about it last week, many of our products are at the beautiful MADE hotel in New York. We are very proud o https://t.co/uN6gLV9hME"
"1591",1,"~The Color Purple

#momic #comedy #comedium #brooklyn #newyork #happy #growth https://t.co/Hmuw4soxLO"
"1592",-1,"Im Slightly Addicted to HQ Trivia https://t.co/hhEKIF7SJi #NewYorker #NewYork #LifeStyle #NewYorkCity #NYC"
"1593",0,"Allstate! message me for #AutoInsurance quote #newyork lower your rates with quick 5minute quote"
"1594",1,"Want to work at Dentsu Aegis Network, US? We're #hiring in #NewYork, NY! Click for details: https://t.co/L3jbWxP6u3 https://t.co/ANQ2GmvuBi"
"1595",-1,"I must be daydreaming.  Dorothy is NOT in #newyork what the heck. We have no power, No heAt. https://t.co/MwhT4Kl3k3"
"1596",0,"We need to get Social Start Now to build our twitter account. https://t.co/GsTB6mfRU9 #wsj #nytimes #reuters https://t.co/ApSqprq9AA"
"1597",0,"We need to get Social Start Now to build our twitter account. https://t.co/0LDEmBD67m #wsj #nytimes #reuters https://t.co/qfMdQDg66g"
"1598",0,"We need to get Social Start Now to build our twitter account. https://t.co/BuZGbWj4Qs #wsj #nytimes #reuters https://t.co/GTRQr1NIEV"
"1599",0,"We tell everybody. https://t.co/ZsvfyX46Ck #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/0cQPMYik5i"
"1600",0,"We need to get Social Start Now to build our twitter account. https://t.co/WxMTDAtkVd #wsj #nytimes #reuters https://t.co/QLWY9reJeF"
"1601",0,"We need to get Social Start Now to build our twitter account. https://t.co/aGY4csYznT #wsj #nytimes #reuters https://t.co/RCsEYJhCWK"
"1602",0,"We tell everybody. https://t.co/UTMqQeurVY #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/wSyFFyMsLR"
"1603",0,"We tell everybody. https://t.co/T1hJi706yW #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/YFoBEBSJUY"
"1604",0,"We tell everybody. https://t.co/MS61L3jS9q #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/tVX89MbZvY"
"1605",0,"We tell everybody. https://t.co/o47HOkdDwD #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/uUPKMIW1Ec"
"1606",0,"We tell everybody. https://t.co/wlKsB2XWfT #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/DU78KhkAbK"
"1607",0,"We tell everybody. https://t.co/kEtrDdcss1 #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/XuxHn5r5xI"
"1608",0,"We tell everybody. https://t.co/GM4HoTeCof #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/94WLF1xTh7"
"1609",0,"We tell everybody. https://t.co/ZfRrMyuTjU #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon #forbes https://t.co/x4oP2kPULw"
"1610",1,"@ajaydevgn My favorite movie of @NeilNMukesh is #NewYork"
"1611",0,"Winter is here undeniably!
#555w23rd #chelsea #gallerydistrict #winter2017 #newyork https://t.co/QJQQmxK8i6"
"1612",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/f8fQP6wxY4 #ThinkGreen https://t.co/MDvE3MxXy7"
"1613",0,"D&amp;H Grill &amp; Grocery (Revisited)(2). 421 Columbia St, Brooklyn, NY. #deligrossery #dandhgrillandgrocery #redhook https://t.co/asOKur7nxP"
"1614",2,"Modern Day #Witches Call Theirs A #Beautiful Way Of #Life ~ Nestled In The Heart Of The #HudsonValley Is the https://t.co/S4kYjPb1Sz"
"1615",0,"I think Derek Jeter should have a city in New York City named after him after this trade. NYers should petition f https://t.co/UEfuG8qCdH"
"1616",-1,"#NewYork Islanders: Goalie Situation Is A Gigantic Problem https://t.co/z8QGNIdMjS https://t.co/ZFvJ6NegZ5"
"1617",0,"D&amp;H Grill &amp; Grocery (Revisited)(1). 421 Columbia St, Brooklyn, NY. #deligrossery #dandhgrillandgrocery #redhook https://t.co/zudwgYbm0i"
"1618",0,"We're #hiring! Read about our latest #job opening here: Infrastructure Developer - https://t.co/cCvPdc55LQ #TopTechJobs #IT #NewYork, NY"
"1619",1,"STOP. The beauty in things overlooked  #nyc #newyork #newyorkcity #manhattan #westchelsea #westside #nycigers #igny https://t.co/QaMVKH2cUU"
"1620",0,"Prescription Drugs May Cost More With Insurance Than Without It https://t.co/JwSjzSA7EV Via @NYTimesCC #NewYork #NYC #Life"
"1621",1,"Snow in NYC means its time for some hot soup &amp; puppy cuddles. #Snow #ChickenNoodleSoup #NewYork #BeKindToAnimals https://t.co/rchkDosmoE"
"1622",0,"We're #hiring! Click to apply: Accenture Human Resources Summer Analyst Program, New York, NY - https://t.co/bGPg0yurGv"
"1623",0,"Google bloquea Youtube en Amazon Echo Show y Fire TV. https://t.co/2fad2wESGA #charlesmilander #emprendedores https://t.co/MlPh17uPR7"
"1624",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/oJGY4EUxWJ https://t.co/IcXlw0erTl"
"1625",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/dT83Q3eEYM https://t.co/NnMT8oY2zv"
"1626",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/83OxwGJXdR https://t.co/hXKYysILLS"
"1627",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/O3VXyd9Df1 https://t.co/SaiUvugzOK"
"1628",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/8UtVZyoMrM https://t.co/ksPDsUdwMK"
"1629",2,"Your own dedicated web server starting at $40 per month with free SSL and a $300 credit. https://t.co/mMTXM5y8zF https://t.co/Ba0cK7E92K"
"1630",0,"It's a bit snowy @ashleyjcole @cjyearsley #CentralPark #NewYork #Dec17 https://t.co/xaeeKSukyE"
"1631",0,"The Bronx
#newyork #bronx #shotoniphone #train #station #NY #backpacker #wanderlust #travel https://t.co/AeDVVReyqy"
"1632",0,"So apparently #London has turned into #Newyork  Sooooo busy! #londonatxmas https://t.co/TQHC3EovlC"
"1633",1,"And last for tonight is this beautiful place... 10 points if you can name the movie  #newyork https://t.co/HD26mgrVU7"
"1634",3,"We #love you, #NYC! @TravelLeisure listed us as one of the best cities in America to #celebrate #NYE: https://t.co/IpsQW1UhVk"
"1635",2,"Anchor Chain in Black Gold on Sale https://t.co/o9XvI9sLjM
  
#gold #chain #silver #ring #ONYX #stone #weekend https://t.co/BLnzWz8U8h"
"1636",0,"Greenport, NY Photography HD #greenport #longisland #photography #Nikon #beach #newyork #nature #youtube https://t.co/MQxEG5Mfq3"
"1637",0,"For those wanting to escape the snow - I will be launching my newest creations in @Bergdorfs at 4.30pm today. Will https://t.co/tQe6FJSSuL"
"1638",-1,"""That time we had dinner beside Kristen Stewart and Stella Maxwell then took a really bad photo #yikes #NYC https://t.co/SD8K04YjlO"
"1639",0,"Step out into the snow! Were open !!  
#vintage #shopping #winter #snow #nyc #newyork https://t.co/SkqOH0zY4j"
"1640",0,"The New Yorker #greenroof #green #greenarchitecture #city #greenbuilding #nyc #newyork @ Rome, https://t.co/F43Jhq7Igj"
"1641",0,"First snow .
#snow #newyork #manhattan .
.
.
.
.
#samirabuchinewyork #designer #accessories #bag https://t.co/K4WjoLd0DO"
"1642",2,"Best use ever for a #citibike #christmastree #christmasmarket #newyork #traveller #freedom https://t.co/2yThU3hv6I"
"1643",0,"Watch this, click that link you hear me, #Brooklyn #NewYork #indie #indiemusic #indieartist #fashion #Sauce 

https://t.co/kY9gQFQQV8"
"1644",2,"Have the best time ever  and its snowing  magical!! #NewYork #PrincessAnnie https://t.co/GwCSVQtbp2"
"1645",0,"We're #hiring! Click to apply: Big Data Developer - https://t.co/hXbAP6QwON #TopTechJobs #IT #NewYork, NY #Job #Jobs"
"1646",1,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/cMIERJPMfi #Marketing #Hiring #CareerArc"
"1647",-1,"So it snowed in #NewYork...two days after it snowed in #SanAntonio. Yup, still weird to say. https://t.co/He7EwLPSr0 https://t.co/1OME8qlXxz"
"1648",0,"#newyork #newyorkcity #manhattan #snow #snowing @ New York, New York https://t.co/709Rtov1qm"
"1649",1,"What a stylish way to spend some time together!
By @stylishclubc 
#interior #interiordesign #decor #decoration https://t.co/Lm2tjuIYeX"
"1650",0,"I'm from #NewYork, where we say, 'Wuhter'  #SaLGuoD #BronxBreed #New Yorker #ILoveNewYork https://t.co/kc1HswCgAw"
"1651",0,"@NatGeoENCOUNTER #OceanOdyssey splashes into #TimesSquare #MustSee Experience. Save up to 45% Off Combo Tickets wit https://t.co/aseXffJGY2"
"1652",1,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/Uk2286QzA3 #Sales #Alwaysbeclosing #Hiring"
"1653",0,"First snow of the season #firstsnow #NewYork https://t.co/CmQ5z3NxjC"
"1654",0,"We make it happen for you. https://t.co/aGY4csYznT #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/XsS4adAh3Q"
"1655",0,"We make it happen for you. https://t.co/0LDEmBD67m #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/JZCORc50Me"
"1656",0,"We make it happen for you. https://t.co/BuZGbWj4Qs #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/NJFQJZxrvz"
"1657",0,"We make it happen for you. https://t.co/WxMTDAtkVd #wsj #nytimes #reuters #bloomberg #thestreet #jimmyfallon https://t.co/hEOPbMlb6X"
